"G24 CEC2006",""
"Iterations: ","30"
"Total time: ","0 seconds"
"Best known value: ","-5.5080132716"
"",""
"Statistics: ",""
"Best","-5.508013271595327"
"Mean","-5.508013271595321"
"Median","-5.508013271595327"
"St.d","1.3291059101610071E-14"
"Worst","-5.508013271595294"
"FeasibleRate","100.0"
"SuccessRate","100.0"
"SuccessPerformance","2128.5"
"",""
"TS-MBFOA Parameters",""
"Bacteria","14"
"Stepsize","5.0E-4"
"Chemotoxic cycles","7"
"Scaling factor","1.95"
"Bacteria to reproduce","1"
"Reproduction frequency","100"
"Evaluations","20000"
"",""
"Explore test results",""
"#","x1","x2","OF","CVS"
"1.0","2.3295201974776094","3.178493074117686","-5.508013271595296","0.0"
"2.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"3.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"4.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"5.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"6.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"7.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"8.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"9.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"10.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"11.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"12.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"13.0","2.3295201974776076","3.178493074117686","-5.508013271595294","0.0"
"14.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"15.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"16.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"17.0","2.329520197477612","3.178493074117685","-5.508013271595297","0.0"
"18.0","2.3295201974776094","3.178493074117686","-5.508013271595296","0.0"
"19.0","2.329520197477607","3.1784930741176893","-5.5080132715952965","0.0"
"20.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"21.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"22.0","2.329520197477607","3.1784930741176893","-5.5080132715952965","0.0"
"23.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"24.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"25.0","2.3295201974776125","3.178493074117713","-5.508013271595326","0.0"
"26.0","2.329520197477608","3.1784930741176853","-5.508013271595294","0.0"
"27.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"28.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"29.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
"30.0","2.3295201974776125","3.178493074117714","-5.508013271595327","0.0"
