"G23 CEC2006",""
"Iterations: ","30"
"Total time: ","0 seconds"
"Best known value: ","-400.0551"
"",""
"Statistics: ",""
"Best","-402.13611812780186"
"Mean","-23.21945629270074"
"Median","-36.271408207767585"
"St.d","202.5533163668043"
"Worst","325.095659863848"
"FeasibleRate","23.0"
"SuccessRate","3.0"
"SuccessPerformance","0.0"
"",""
"TS-MBFOA Parameters",""
"Bacteria","14"
"Stepsize","5.0E-4"
"Chemotoxic cycles","7"
"Scaling factor","1.95"
"Bacteria to reproduce","1"
"Reproduction frequency","100"
"Evaluations","20000"
"",""
"Explore test results",""
"#","x1","x2","x3","x4","x5","x6","x7","x8","x9","OF","CVS"
"1.0","0.004949951816270709","42.83799834695816","0.011133502842607076","42.8317147010686","15.97794362966328","15.971702051775345","43.6061700011152","86.43778470218972","0.010000000000000495","-159.1518694086817","0.008665796318067165"
"2.0","41.85175142842711","131.06902285064783","13.51064231599887","159.41023196193493","91.11134081371748","77.60059849778675","13.27475595157048","172.68488791427257","0.01458446128182007","-153.30696736304537","0.04431913192640756"
"3.0","33.89769835378193","146.22786471313538","28.744272642506456","151.38119042210676","67.66939900877375","38.92407873659309","29.02350197297368","180.40459239381352","0.013764347940532124","-92.58564435764185","9.476332452280302E-4"
"4.0","17.833740006033416","42.23354849332295","31.120156728914917","28.947226956721202","34.41474727538659","3.294491173725289","5.316365027759177","34.263523129599285","0.015938985269021447","45.16220552174377","0.05376387765339408"
"5.0","74.9736540877036","23.01896264618893","96.42436781297866","1.5681700391870463","99.99993801918336","3.575470226043287","56.11575189162468","57.684021872951995","0.025161194435381846","-350.2022222250058","0.3102016919800794"
"6.0","0.7934783307478745","40.9476197205227","39.6704616291165","2.070734402643129","91.04057974638933","51.36403234048328","7.992769696752699","10.070262888748525","0.01023474138633344","283.0716448364785","0.04860964842326167"
"7.0","1.6716415315905466","111.06226942404449","48.3804378602736","64.35357027904794","88.57482553096264","40.19428767068989","43.745390097834324","108.09886037688254","0.010295668286813626","207.76660222759529","0.0"
"8.0","21.236519276839285","97.4250726965288","9.586324922176502","109.07516705119495","35.357931449260676","25.77170652708303","5.386244595909475","114.46131236602196","0.013580195887163657","-37.34127849825393","0.0"
"9.0","28.336299999695072","163.44791133082566","44.66991031006139","147.11429048373688","89.95415643288385","45.2841586261924","16.460727262401555","163.57491774619606","0.012953424266987916","139.42206608842537","2.0599271183895383E-4"
"10.0","4.291786549547116E-6","165.4279969542728","56.060672720345806","109.36722864339391","56.16801078874844","0.10747808013908702","44.52611849003104","153.89077958485447","0.010000021768803274","279.3101518492326","0.002507560306937751"
"11.0","38.25430274734943","139.3089804284727","1.0093762591537905","176.5465679703126","97.62339947695149","96.61412325010106","23.244583811031884","199.7911139438597","0.014315921557143516","-218.42073049946998","0.008297061547475526"
"12.0","55.061220262870236","65.98152970518899","61.17033202869287","59.87251793936605","93.43453226558141","32.26430023688853","74.37077157524075","134.24318951460717","0.019070225653372734","-402.13611812780186","0.6187874586447977"
"13.0","3.4764251689380403","155.2689885241389","21.876413208372625","136.86890048472642","72.42837861209428","50.55186540392464","51.54046490211306","188.4092653873751","0.01043736411433653","48.09128214075247","0.0"
