"G07 CEC2006",""
"Iterations: ","30"
"Total time: ","0 seconds"
"Best known value: ","24.3062090681"
"",""
"Statistics: ",""
"Best","29.29675362917901"
"Mean","62.7325868925523"
"Median","62.88208993137845"
"St.d","16.278357344003926"
"Worst","111.11489412979887"
"FeasibleRate","100.0"
"SuccessRate","0.0"
"SuccessPerformance","0.0"
"",""
"TS-MBFOA Parameters",""
"Bacteria","14"
"Stepsize","5.0E-4"
"Chemotoxic cycles","7"
"Scaling factor","1.95"
"Bacteria to reproduce","1"
"Reproduction frequency","100"
"Evaluations","20000"
"",""
"Explore test results",""
"#","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","OF","CVS"
"1.0","2.6752347270561665","2.268596536737806","6.439761596083747","7.067289248878062","0.6081422886288698","3.867144182306218","1.839308728482656","9.830423636162642","9.022068267751578","9.800688087035429","77.8008600400834","0.0"
"2.0","1.265629118224106","2.8237371077510907","7.985486565806936","4.6971026875543345","0.7039655039860658","0.9946397718330395","0.57482469123804","9.727030229117888","7.154654264303139","9.909138400549827","42.59794655647386","0.0"
"3.0","2.592849306503802","1.4630822374506849","5.944371602957396","5.256308826606352","1.5877863415604452","5.155539824794623","2.029455912789122","9.999999437397873","6.423977619464994","4.400872004711042","111.11489412979887","0.0"
"4.0","1.871350383269527","2.2442998304150072","8.38003249423921","6.128168137495761","1.198525408236752","2.000203893240421","1.3211988115605502","9.863346435132257","7.920874445719683","8.562154957992348","37.45003218534164","0.0"
"5.0","2.8806951985455793","1.0923485976885494","5.813126536398071","5.168614554281322","0.3023684849670305","3.642863812499105","2.28400714975398","9.345528612539395","9.49127356115521","8.610353610595702","87.0765664636851","0.0"
"6.0","2.078948445006715","3.3691528106334836","8.05867097515294","6.400752721093348","-1.2029411331203876","-0.12750360318314888","2.008743406429068","9.540519129811987","7.610283816439138","8.143800762035385","64.30583143564736","0.0"
"7.0","1.4109059368277157","2.9841059112573687","6.071579337918209","5.840950400307158","-0.6799018614296028","1.3706938702500462","1.789154205871808","9.978145470168476","7.11638848226748","9.131453369618635","69.1734383649621","0.0"
"8.0","1.8111345690604927","4.211041383249306","6.241946429702839","5.0761106541121785","0.45389133286030875","2.0937719288695016","1.5879926584688442","9.051581420320895","6.740649163320444","7.818992476856432","65.02920843284674","0.0"
"9.0","1.9589243043255402","1.6640670330586038","8.166226037418395","5.358393789093991","-0.09474272112376061","1.6168759567856186","1.476936392125383","9.384255038454715","7.8124961133088275","8.07636639711343","54.94132699298308","0.0"
"10.0","1.181184549007902","3.215726893889729","7.137518048873606","5.241680015174542","1.0288612992255681","3.0148298979369685","1.0342583586730594","9.500771623616947","6.593464728114391","8.979068179961038","61.18608379226809","0.0"
"11.0","1.6817983241863348","1.7226074263688318","7.872880149452186","4.489066235359044","0.7974389661085329","2.2405967909928406","1.3504933757544868","9.95324512775099","6.5796250757343815","6.255710438390906","56.82522120509423","0.0"
"12.0","2.2566973309474196","2.7470024584744195","4.919188226777277","4.950239137581172","-0.3035739574285611","1.322609824184982","1.1550725069417604","9.522601766976598","7.48509567814175","8.701835139747846","62.73399602894666","0.0"
"13.0","1.8190257835746793","3.821642007830093","5.665655134464708","6.216215454477121","-0.17948083720786487","0.08266588585715108","1.4063258177634046","9.106784998180077","7.654913093353113","9.682821608683213","72.92320219199232","0.0"
"14.0","2.032477225925577","2.6523737962404628","6.3665124133601925","5.24549254161278","-0.9917197821525193","2.92535637618334","1.19230559270341","9.687237437505255","7.931220681794388","8.350516599034668","57.01037019515948","0.0"
"15.0","1.9284068848902534","3.343843153942704","7.200678363461192","6.229217577495471","1.4189782967403888","4.7811534950992645","2.0349259505054214","9.630214948966438","7.995451576690649","9.707726391674955","80.03012832704556","0.0"
"16.0","1.9390387188485467","2.6126873509031556","8.056383332087009","4.19167808432591","-0.47463339411134275","1.2255102613528077","1.937012886433358","9.999049669930825","7.609366339334245","7.880225891692919","48.247000384056406","0.0"
"17.0","1.5557858004673264","3.2352532897974324","7.701763100857848","5.173355131079297","0.14638609458863092","2.190653894594332","1.8104109280506586","9.781313624152922","7.034748411405879","8.797416287046348","53.3566204540211","0.0"
"18.0","2.3852340638815224","2.7541548393674873","5.733380484238689","5.299239729310802","0.2814594896025065","1.6683406961599032","1.6243042599425328","9.590474641734838","7.483174697397069","8.228789638870326","55.508197845905805","0.0"
"19.0","2.407981868166509","2.1826568240884248","5.7680220803192","4.986647150785709","-1.2590133060532467","1.4632395940046627","1.5542629497589298","9.90195302846162","7.375648575301337","7.272927992312957","63.03018383381024","0.0"
"20.0","1.891224520169942","2.873208739855744","7.436056068090165","3.7785292914963806","0.7838548857417003","2.8657567574705456","2.4374275674454777","9.095191966294426","7.3901634719070355","8.785084540918628","86.14496679980199","0.0"
"21.0","1.879075647275677","3.19171388553894","7.426091671910625","4.664753636576141","0.4441386626481248","3.2261551467595053","1.4056368432330104","9.486693014787036","6.209426385067912","9.570451544356256","72.11335734710607","0.0"
"22.0","2.346812324744965","2.0521538079192236","8.497193302907956","5.095462242718832","0.8026384726596774","1.556451436896372","1.6661080640429584","9.999964301020196","8.165760349934224","7.31654275210312","29.29675362917901","0.0"
"23.0","2.427980966257647","2.671857452320879","5.270221850092223","5.691446814600879","0.044311937608216466","2.631286646303912","1.2912686465860315","9.523308473301254","7.450226128534103","7.879832297866703","63.49915750313322","0.0"
"24.0","1.2480173397931595","3.3581439956403707","8.68622212164111","6.1979009062739205","-1.0855876113670981","-2.0002206430924208","0.7648666848861488","9.50131230192038","6.670761769477842","9.140901066694541","78.38237691930038","0.0"
"25.0","2.13510997779153","2.040888270040952","8.126655518080774","4.663833902504191","0.11537942114418785","0.8122216717288366","1.418149600628018","9.542274796544312","8.458174488229899","8.645884579464903","40.28256455744285","0.0"
"26.0","2.344684399405353","1.9560858691470075","6.467588718095296","4.990341317584929","0.22186776716567472","0.4458317514634868","1.7551612890339614","9.964889857758108","7.202943433885512","4.584817379346297","59.98107636496437","0.0"
"27.0","2.7082324985053994","1.3684207790181482","8.252669081673764","6.347653158262468","0.6693516811363817","2.502069217903798","2.2444423203540875","9.999875027670049","7.652126102794753","5.673750078426959","63.3386187091747","0.0"
"28.0","2.0417411316085103","2.286963164256916","8.626654207821359","4.456474752789069","-0.05090205941377003","3.3201788895535156","1.283456572751927","9.84216891711185","7.617214067633512","7.166032259894265","46.03794652549654","0.0"
"29.0","2.3456240229440177","1.9941703232196022","8.194055243408393","4.514650722558903","-1.0300704957284252","2.2749443073250255","1.8509537638934295","9.318352315611492","8.017165363014845","8.135798463317306","64.1859322464417","0.0"
"30.0","1.7408262771805947","3.299095034464456","7.987896552951511","6.282155210958846","-0.23987797539313174","1.1429711164759555","0.9908997729472417","9.300835333366495","6.493681563926909","7.056280970286141","58.373747314406145","0.0"
