"G13 CEC2006",""
"Iterations: ","30"
"Total time: ","0 seconds"
"Best known value: ","0.053941514"
"",""
"Statistics: ",""
"Best","0.0642919580262397"
"Mean","0.7720124115958771"
"Median","0.8937489052196674"
"St.d","0.3940301175299297"
"Worst","1.661955021903501"
"FeasibleRate","93.0"
"SuccessRate","0.0"
"SuccessPerformance","0.0"
"",""
"TS-MBFOA Parameters",""
"Bacteria","14"
"Stepsize","5.0E-4"
"Chemotoxic cycles","7"
"Scaling factor","1.95"
"Bacteria to reproduce","1"
"Reproduction frequency","100"
"Evaluations","30000"
"",""
"Explore test results",""
"#","x1","x2","x3","x4","x5","OF","CVS"
"1.0","-0.9958482826131918","-0.23090313274242094","2.8326462001843695","-0.9552156053902089","0.13692550202974096","0.9183355371618894","0.0"
"2.0","-1.0076247202685895","0.2849995409845195","2.92705471231573","-0.4318469770033961","-0.3862985688829081","0.8691622732774453","0.0"
"3.0","-1.0009201208839482","0.1386070031392534","2.8368996734144742","0.961403291908093","0.08182081656528288","0.9695145579469241","0.0"
"4.0","-1.0000300676727303","-0.006179810195312462","2.997723604966302","0.033024914758117266","-0.11158664309099592","0.9999317317334384","0.0"
"5.0","0.18127869920965467","-1.00201499526449","-1.5289730475565269","-2.5711946481587042","-0.11917836886474825","1.0888309918552797","0.0"
"6.0","-1.0843473856986052","0.6503632399764864","2.740336861107924","0.4219206994284656","0.8448003809726766","0.5021622566003423","0.0"
"7.0","-1.6029820776127686","1.4610796197399465","-1.2100120842512962","0.18143008424978926","-1.9489865787458431","0.36710825913719836","0.0"
"8.0","-0.9465815979040013","-0.5333841366803147","2.8031480663764765","-0.9261065750626718","0.3229120171768833","0.6549197350988522","0.0"
"9.0","-0.9689493711547781","-0.4487858613875193","0.4897969436280043","0.01498102924330263","-2.935898991711557","0.990675909651461","0.0"
"10.0","-0.997046600022468","-0.20593904142776362","-2.956519345326783","0.3755634603298267","0.2851887743711887","0.9370482084280206","0.07323034538614923"
"11.0","-1.0000736410302766","0.04971954002092362","2.9894658075544474","0.1582702345544115","0.18795052054938058","0.9955879986935959","0.0"
"12.0","0.17545351004058357","-1.0018019127383826","-2.7741844911986195","0.5729260400499694","0.9701368539608245","1.3113090546209563","0.0"
"13.0","-0.8563116863284552","-0.7193207219400004","-0.7991030115726789","-0.040378195961584075","-2.847632696299063","0.9449754725556252","0.0"
"14.0","-0.36263314265124785","-0.9838790886342502","2.7928059538231107","-0.7214682386836072","0.7617465809996349","0.5783257420658136","0.0"
"15.0","-0.25605623028709446","-0.9944059973791357","-0.8728733123241199","-0.060704516485685686","-2.8600522849974377","0.9621476300879321","0.0"
"16.0","-1.9435313961271266","1.8509543565090232","1.3052499762974776","-0.8953522495735744","-0.539648525389303","0.10344180875933516","0.0"
"17.0","-1.3441360176257688","1.1262429689539084","-2.104811428340834","-1.5495557744986266","0.3059753130028115","0.2207524188346788","0.0"
"18.0","0.11802130165854756","-1.0005809696825707","1.819679919769159","-0.15320498556325132","2.3769943032314336","1.081397714639519","0.0"
"19.0","-1.1288365083589296","0.759728775401755","2.6787473417994314","-0.4690580594664633","-0.86770556289389","0.39257847064733925","0.0"
"20.0","-1.1885860545785327","0.8789619458643226","1.7325925865687923","-2.189382360254568","-0.1391244319854423","0.576175260765945","0.0"
"21.0","-0.8518962216775486","-0.725492771998265","1.3339901465929196","-0.07334479920812365","2.638773064209777","0.8525126309928567","0.0"
"22.0","-1.0011050496288014","0.14764948953911095","-2.961250416835533","-0.21925563623496125","0.39875170504424634","0.9624546045058447","0.0"
"23.0","0.34409942219935097","-1.0134329553208852","2.6808382964470843","-1.2109492313428811","0.4487284480888638","1.661955021903501","0.0"
"24.0","-0.9493885468904895","-0.5243932584154359","-0.2729619408432983","-2.957899773982918","-0.009685209947576342","0.99611446722014","0.0"
"25.0","-1.6513623044539312","1.5187521750234938","1.8979589745355727","-1.0230791821652372","-0.5635202376682041","0.0642919580262397","0.0"
"26.0","-1.1011231473848033","0.694502199156257","-2.733928200335582","-0.7642293155002581","0.4968716847299017","0.45207927095373207","0.0"
"27.0","-0.7688230863351144","-0.8171591053811333","-2.407063731559952","0.23126501199093252","1.701123965161964","0.5516006805222369","0.0"
"28.0","-0.794806902678427","-0.7925379913317219","-2.5181984673434687","-0.26147517999125425","-1.5266213443420307","0.5308959823683772","0.0"
"29.0","-1.4706326007347905","1.2967738475009536","2.199303310970564","0.5732428212017017","0.9950753483100071","0.09140280611436083","0.0"
"30.0","0.28258561515083913","-0.9929492047584432","-2.7683126797096227","-0.9766964950933873","-0.5628552812704367","1.5326838927074369","0.04346936481542883"
