"G21 CEC2006",""
"Iterations: ","30"
"Total time: ","0 seconds"
"Best known value: ","193.72451007"
"",""
"Statistics: ",""
"Best","140.67246674127443"
"Mean","585.7954003592502"
"Median","504.1130700922264"
"St.d","258.1472749743651"
"Worst","994.9149618785995"
"FeasibleRate","0.0"
"SuccessRate","6.0"
"SuccessPerformance","0.0"
"",""
"TS-MBFOA Parameters",""
"Bacteria","14"
"Stepsize","5.0E-4"
"Chemotoxic cycles","7"
"Scaling factor","1.95"
"Bacteria to reproduce","1"
"Reproduction frequency","100"
"Evaluations","20000"
"",""
"Explore test results",""
"#","x1","x2","x3","x4","x5","x6","x7","OF","CVS"
"1.0","963.784909615254","0.02097890475765653","10.550315701878997","123.71673226415456","6.471194000297854","6.049181394913326","6.213761010893841","963.784909615254","0.28196595509656697"
"2.0","658.87841855231","13.227683072848057","7.814426547815092","202.72942219797963","6.532728594405479","6.220151783596921","5.685492711550962","658.87841855231","0.014855570356829585"
"3.0","427.6854072997129","39.56898575230174","1.4907435420213853","298.64347995361834","6.3992869686619365","6.339660173554737","4.63184058590066","427.6854072997129","0.05490605529952551"
"4.0","503.3264582149987","39.99842176414776","0.556383400922907","299.99982486071104","6.396829950356012","6.3974126678769245","4.6146631181893225","503.3264582149987","0.009772733981222782"
"5.0","464.2002415682986","36.28791937137922","10.831332345968464","291.45263857535065","6.488349995685386","6.055097169827352","4.763083204252124","464.2002415682986","0.40455969356617993"
"6.0","270.46592547930845","13.354012021121653","6.10371899578271","203.4611948451161","6.423280576034374","6.179131774770551","5.68043955778937","270.46592547930845","0.16501779374546863"
"7.0","326.7966965608732","19.009709166513712","5.292048241141999","233.140774179704","6.490515564213253","6.278833694392124","5.454211663381909","326.7966965608732","0.011963403685288244"
"8.0","761.5925745816066","0.6373753484020882","17.11657722987369","100.62416365403574","6.682994182260806","5.998331073019632","6.189098577498248","761.5925745816066","0.028854113739978447"
"9.0","312.92446114198117","12.332613980495836","11.835318574348195","283.6444039224059","6.420928712445042","5.947514449053651","5.721295030196661","312.92446114198117","1.2597992698686589"
"10.0","464.681303460756","32.9846866404709","8.568050155593909","283.1822945217535","6.5155568645974355","6.172835107277439","4.895212555970807","464.681303460756","0.28645270089859864"
"11.0","787.0890657003062","2.5181999135128166","9.326424350645516","102.01225396112231","6.681993227219791","6.308936251046479","6.113873963182317","787.0890657003062","0.4049062458610788"
"12.0","802.2243442673106","38.91689655262965","5.870976457510817","297.29675982416967","6.535626927040692","6.3007863893574205","4.657924117712524","802.2243442673106","0.22562967621040309"
"13.0","182.99093264902177","2.6193573172555893","7.8629045762488685","115.72194737700407","6.300000002353374","5.98548379760351","6.109825961731204","182.99093264902177","0.44882634536972454"
"14.0","886.2406977403166","31.667727015163816","0.32012627308438907","275.48061897554135","6.367915499388774","6.355110611374085","4.947890927183012","886.2406977403166","0.12518235707114608"
"15.0","358.82110286267607","0.5901709939310198","12.416887136012043","100.05767411553893","6.44228030555299","5.945604483231716","6.22701656135815","358.82110286267607","0.35402711484236327"
"16.0","620.1852656593275","25.953838111805034","3.7501144386143292","261.46864927908393","6.47236566572033","6.322360984362622","5.176446450753968","620.1852656593275","0.02118985168387151"
"17.0","700.7211853775705","33.197112170382596","3.822719130189883","297.029418638267","6.544973808298297","6.392066389628634","4.886715533486217","700.7211853775705","0.3667370620177075"
"18.0","504.89968196945404","37.46424751307641","17.8282541716409","106.74137052537071","6.683661566781627","5.970531379254899","4.716030692826334","504.89968196945404","1.5161000926069088"
"19.0","396.8728966369669","10.739235239074455","15.442374267708553","146.70152573077658","6.624396304963236","6.006701360261682","5.785030505070905","396.8728966369669","0.3177811749217345"
"20.0","140.67246674127443","2.566748535771922E-7","9.523848509569847","100.00900070842347","6.37155473228735","5.990600331808158","6.179830088466497","140.67246674127443","0.35829868975957235"
"21.0","398.00802008465195","37.00935383346523","2.1457314016627176E-5","293.1066388720332","6.300070665194051","6.300070406385658","4.734225826190483","398.00802008465195","0.19338955859485069"
"22.0","963.8085945346913","35.67039149047254","1.3206070411856716","290.10162939018056","6.413392337729442","6.360568460025757","4.787784361418877","963.8085945346913","0.021514193190742516"
"23.0","238.62533256668235","1.7721001432895043","16.660818528206264","100.00006791483177","6.658005619157497","5.99157289680342","6.225217470445607","238.62533256668235","0.03706222618299111"
"24.0","896.4683951957983","33.9696048234619","8.539960327312903","285.76368802560637","6.423467308487793","6.081869176374802","4.855815822684129","896.4683951957983","0.2939348533764703"
"25.0","500.63574512176024","39.9921618471736","15.402352447655646","299.9921760848614","6.53010052971652","5.914517684859113","4.614913506112276","500.63574512176024","0.6248436192031435"
"26.0","825.1066975026446","5.731087102131271","13.283977698565025","154.2259574076817","6.6157844754702015","6.084425378079813","5.985323133865223","825.1066975026446","0.09560035573202524"
"27.0","948.3394071407362","39.99999999999841","8.036771131223757","299.5564931632391","6.699999999998612","6.378538173776873","4.614599979955721","948.3394071407362","0.3202822356297974"
"28.0","404.0479597779269","39.97779980664146","0.02430013608444923","299.99470624102526","6.397038443156992","6.396815737500232","4.61548802773486","404.0479597779269","0.010117066917022723"
"29.0","994.9149618785995","39.99454170011792","0.23719218808761025","299.9995692794747","6.397030373084005","6.396829450809808","4.614818351995314","994.9149618785995","0.009539551634394773"
"30.0","868.8528608946915","10.636037574082485","18.859168244031583","110.41250705945204","6.671413002430743","5.917046251577187","5.78915811288385","868.8528608946915","0.4828242499137132"
