"G09 CEC2006",""
"Iterations: ","30"
"Total time: ","0 seconds"
"Best known value: ","680.6300573745"
"",""
"Statistics: ",""
"Best","681.5489755522805"
"Mean","709.6219113366647"
"Median","703.2256955166365"
"St.d","20.901465277032305"
"Worst","754.2283240681485"
"FeasibleRate","100.0"
"SuccessRate","0.0"
"SuccessPerformance","0.0"
"",""
"TS-MBFOA Parameters",""
"Bacteria","14"
"Stepsize","5.0E-4"
"Chemotoxic cycles","7"
"Scaling factor","1.95"
"Bacteria to reproduce","1"
"Reproduction frequency","100"
"Evaluations","20000"
"",""
"Explore test results",""
"#","x1","x2","x3","x4","x5","x6","x7","OF","CVS"
"1.0","1.579243129804167","2.158241791304892","-0.9057302116208995","3.875130071565999","-0.4481913336306505","0.9987320232121959","1.4301684705228284","692.279266988421","0.0"
"2.0","1.9799876116272939","1.9058393121457933","0.19035835502159873","4.529584282323366","-0.5357637809840032","1.0963006199985221","1.6586552122338885","684.0937492111734","0.0"
"3.0","2.188118045587212","1.9833771020252935","-1.0013371127387416","4.30467040799209","-0.42382404288086867","1.1437358483790157","1.6172426035172067","682.458334829161","0.0"
"4.0","2.6837578224282965","1.7338004913244138","-0.8629556867108323","4.147641553817653","-0.7619887555743229","-0.8345002214341444","1.3794427614013862","734.2877909522538","0.0"
"5.0","2.339232938225255","1.9746555151321443","-0.7803396869044404","4.325896196446827","-0.7259964130457858","1.162719355267264","1.7237478657154925","681.5489755522805","0.0"
"6.0","2.4953373599862747","1.9939352778877273","0.4819907128867801","4.181117126343698","-0.6565598078440215","0.8914152296270343","1.7453880624029932","683.0151600691117","0.0"
"7.0","2.4929283103956017","1.668931439233192","-0.7737027839211723","4.348567730263705","0.7413290681923203","-0.4664365862039288","1.5059448755525378","726.8465418511803","0.0"
"8.0","1.3201535551746963","1.6838082305222768","-0.986119684760967","4.913822239902434","0.7605325877607364","-0.07148841104899753","0.8560146794898377","716.148476720012","0.0"
"9.0","1.0753223274119408","1.675530672144343","-0.19449468909154174","5.138326713839979","-0.874456514836924","-1.5900535242269216","-0.2748289385201012","754.2283240681485","0.0"
"10.0","2.168734921605029","1.5615341062546226","1.0760468687613602","5.026003600584027","-0.47258745385129636","1.4556228514149552","1.8822425595292118","701.4645930764219","0.0"
"11.0","1.1281746136761919","1.8810783155470712","-0.9468004304712199","4.766370488040315","-0.6067821448736599","1.2561076518744438","1.391700709548556","692.6580488319158","0.0"
"12.0","-0.19099199865086303","1.792071746446057","-0.21329387298329738","4.910818314101342","-0.053164648074738204","1.6653712263400364","2.213064264602869","730.402502720019","0.0"
"13.0","2.306334958564793","1.984935922504004","1.0873931951312914","4.194615137783958","-0.33500945289509576","0.5440611163594651","1.9839079131805974","692.9859857399713","0.0"
"14.0","-0.2059033408838048","1.934482370746176","0.15017609677577998","4.586217151592173","-0.08484351878903355","0.8643063636451022","0.8612175884763369","721.4130956501367","0.0"
"15.0","1.3734413763983793","2.0053975148793817","1.370014021582525","4.245058616640654","0.2509900236669532","1.3403926541276858","1.6533794803269286","698.8448162693942","0.0"
"16.0","2.0571243389644227","1.882284698656988","0.29178823272881965","4.390065214979987","0.6989727890261856","0.473084921230455","1.6470525666772697","695.0790199096182","0.0"
"17.0","1.7577091005442864","2.110896441454473","-1.0405860810028293","3.9248416339623997","0.13585503048076733","0.5297017251370334","1.6792583799100358","695.8802276526602","0.0"
"18.0","1.7419802945201344","1.985833262389959","-1.0029755147058934","4.4005087574571125","-0.4356599410664271","1.4687015622707906","2.265056903164197","696.6599513016229","0.0"
"19.0","0.04658168485269282","1.9074206939676506","-0.8006562812317741","4.786645233162967","-0.7124487634525597","1.3814815638848557","1.6437168005836296","710.5189218809978","0.0"
"20.0","1.5783060127768445","2.2084400690848494","0.5716318843173052","3.3996460673555777","0.5510709165810996","-0.123081480353111","1.3152443807350604","718.4360033850886","0.0"
"21.0","2.1915512798397865","1.625860712770483","-0.5506621579255262","4.294436338352417","0.6489574171803778","0.9743522669154268","1.5296081696151118","718.9962017851141","0.0"
"22.0","0.6659278652103197","2.0309851791575015","0.963587486842114","4.41625498888229","-0.7816407937945032","1.607569247895786","1.9110969128162885","704.9867979568511","0.0"
"23.0","2.0538269348937224","1.9242659498261112","0.6419020195928351","4.2664727504249935","0.7956715396251953","0.6804457652009562","1.1768724798428432","695.208895496674","0.0"
"24.0","0.592170889820323","2.0182614511734225","-0.23875503034710113","4.292804086581207","0.6094996392437743","0.4865644067458595","1.81228590772718","711.7113859140649","0.0"
"25.0","1.0473821990033463","1.526615635449541","1.9705565505288523","5.060986856789311","0.8173217305641708","1.3823538808528013","2.2644785655499677","747.6939700696926","0.0"
"26.0","0.3977526837739119","2.1731657358425553","-1.1867308676620176","4.03984684800106","-0.9302934618570176","-0.6573006310330161","2.147663161350279","748.1706736375537","0.0"
"27.0","2.0400726733455605","1.918447847874091","0.501846804439213","4.504377788990445","-0.7240560083322751","0.5073467610447613","1.8266591040719575","689.1740844424464","0.0"
"28.0","0.33756108246561517","2.247560806897749","-1.305666589888974","3.4981048505655887","0.5153936248963473","1.157297307175158","1.8412689534013815","726.8846140346402","0.0"
"29.0","1.8192495353675469","1.9713633497463219","-1.328535768113239","4.510284594694676","-0.9941669235215014","1.8841304421705882","1.7560372868571612","697.146610518025","0.0"
"30.0","0.5526135115086328","1.4962000927167574","-1.1261620372790766","5.204619454015511","0.825644775487081","0.9412200227529983","2.1547832355463274","739.4343195852888","0.0"
